,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
4909,uri,http://www.wikidata.org/entity/Q92394499,en,literal,Joseph M. Assyd,literal,COVID-19,literal,COVID-19
4910,uri,http://www.wikidata.org/entity/Q92419043,en,literal,Wilford Kepler,literal,COVID-19,literal,COVID-19
4911,uri,http://www.wikidata.org/entity/Q92419274,en,literal,Mary Kepler,literal,COVID-19,literal,COVID-19
4912,uri,http://www.wikidata.org/entity/Q92455638,en,literal,Andrea Circle Bear,literal,COVID-19,literal,COVID-19
4913,uri,http://www.wikidata.org/entity/Q92472344,en,literal,Conrad Buckley,literal,COVID-19,literal,COVID-19
4914,uri,http://www.wikidata.org/entity/Q92474565,en,literal,Barbara Gaines,literal,"COVID-19, myocardial infarction, cancer",literal,COVID-19
4915,uri,http://www.wikidata.org/entity/Q92476562,en,literal,Wayne Haskell,literal,COVID-19,literal,COVID-19
4916,uri,http://www.wikidata.org/entity/Q92480593,en,literal,Cherie La Pelusa,literal,COVID-19,literal,COVID-19
4917,uri,http://www.wikidata.org/entity/Q92495796,en,literal,Dieter Hofmann,literal,COVID-19,literal,COVID-19
4918,uri,http://www.wikidata.org/entity/Q92542838,en,literal,Deborah Gatewood,literal,COVID-19,literal,COVID-19
4919,uri,http://www.wikidata.org/entity/Q92545047,en,literal,Matthew Stehr,literal,COVID-19,literal,COVID-19
4920,uri,http://www.wikidata.org/entity/Q92548855,en,literal,Antonio Martinez,literal,COVID-19,literal,COVID-19
4921,uri,http://www.wikidata.org/entity/Q92594539,en,literal,Louise Coles,literal,"COVID-19, cancer",literal,COVID-19
4922,uri,http://www.wikidata.org/entity/Q92606215,en,literal,Juan Martinez,literal,"COVID-19, diabetes",literal,COVID-19
4923,uri,http://www.wikidata.org/entity/Q92611638,en,literal,Louise Endel,literal,COVID-19,literal,COVID-19
4924,uri,http://www.wikidata.org/entity/Q92624775,en,literal,Pamela Orlando,literal,COVID-19,literal,COVID-19
4925,uri,http://www.wikidata.org/entity/Q92635842,en,literal,Jun Maeda,literal,COVID-19,literal,COVID-19
4926,uri,http://www.wikidata.org/entity/Q92732453,en,literal,Daniel Demetrius Newell,literal,COVID-19,literal,COVID-19
4927,uri,http://www.wikidata.org/entity/Q92750722,en,literal,Mark Barisonek,literal,COVID-19,literal,COVID-19
4928,uri,http://www.wikidata.org/entity/Q92751809,en,literal,Francis Boccabella III,literal,COVID-19,literal,COVID-19
4929,uri,http://www.wikidata.org/entity/Q92766758,en,literal,Victor Chung,literal,COVID-19,literal,COVID-19
4930,uri,http://www.wikidata.org/entity/Q92768859,en,literal,Dian Phipps,literal,COVID-19,literal,COVID-19
4931,uri,http://www.wikidata.org/entity/Q92768870,en,literal,Alberto Camacho,literal,COVID-19,literal,COVID-19
4932,uri,http://www.wikidata.org/entity/Q92774800,en,literal,José Torres,literal,COVID-19,literal,COVID-19
4933,uri,http://www.wikidata.org/entity/Q92777833,en,literal,Matteo De Cosmo,literal,COVID-19,literal,COVID-19
4934,uri,http://www.wikidata.org/entity/Q92780896,en,literal,Brittany Bruner-Ringo,literal,COVID-19,literal,COVID-19
4935,uri,http://www.wikidata.org/entity/Q92790696,en,literal,Bill Gladstone,literal,COVID-19,literal,COVID-19
4936,uri,http://www.wikidata.org/entity/Q92798976,en,literal,Miguel Marte,literal,COVID-19,literal,COVID-19
4937,uri,http://www.wikidata.org/entity/Q92800215,en,literal,Alfonso Salazar,literal,COVID-19,literal,COVID-19
4938,uri,http://www.wikidata.org/entity/Q92801627,en,literal,Paul Cary,literal,COVID-19,literal,COVID-19
4939,uri,http://www.wikidata.org/entity/Q92805303,en,literal,Randall French,literal,COVID-19,literal,COVID-19
4940,uri,http://www.wikidata.org/entity/Q92849109,en,literal,Ke Huibing,literal,"COVID-19, lymphoma",literal,COVID-19
4941,uri,http://www.wikidata.org/entity/Q92861205,en,literal,Don DiPetrillo,literal,COVID-19,literal,COVID-19
4942,uri,http://www.wikidata.org/entity/Q92864552,en,literal,Don Osceola,literal,COVID-19,literal,COVID-19
4943,uri,http://www.wikidata.org/entity/Q92865607,en,literal,Calvin Harrison,literal,COVID-19,literal,COVID-19
4944,uri,http://www.wikidata.org/entity/Q92867489,en,literal,David Goulette,literal,COVID-19,literal,COVID-19
4945,uri,http://www.wikidata.org/entity/Q92891982,en,literal,Ed Schilling,literal,COVID-19,literal,COVID-19
4946,uri,http://www.wikidata.org/entity/Q92934641,en,literal,Robert Suit,literal,"COVID-19, diabetes, Alzheimer's disease",literal,COVID-19
4947,uri,http://www.wikidata.org/entity/Q92949314,en,literal,David Beyl,literal,COVID-19,literal,COVID-19
4948,uri,http://www.wikidata.org/entity/Q92957910,en,literal,Josephine Seier,literal,COVID-19,literal,COVID-19
4949,uri,http://www.wikidata.org/entity/Q92967426,en,literal,Marie June Skender,literal,COVID-19,literal,COVID-19
4950,uri,http://www.wikidata.org/entity/Q92968758,en,literal,Annelda Holtkamp,literal,COVID-19,literal,COVID-19
4951,uri,http://www.wikidata.org/entity/Q92972473,en,literal,Bernadette Kelter,literal,COVID-19,literal,COVID-19
4952,uri,http://www.wikidata.org/entity/Q92974044,en,literal,Mary Francele Sherburne,literal,COVID-19,literal,COVID-19
4953,uri,http://www.wikidata.org/entity/Q92974147,en,literal,Mary Regine Collins,literal,COVID-19,literal,COVID-19
4954,uri,http://www.wikidata.org/entity/Q92977116,en,literal,David Berg,literal,COVID-19,literal,COVID-19
4955,uri,http://www.wikidata.org/entity/Q92985221,en,literal,Irvin Herman,literal,COVID-19,literal,COVID-19
4956,uri,http://www.wikidata.org/entity/Q92987708,en,literal,Dan Spano,literal,COVID-19,literal,COVID-19
4957,uri,http://www.wikidata.org/entity/Q93075844,en,literal,Rien Smits,literal,COVID-19,literal,COVID-19
4958,uri,http://www.wikidata.org/entity/Q93076125,en,literal,Rina Smits,literal,COVID-19,literal,COVID-19
4959,uri,http://www.wikidata.org/entity/Q93088160,en,literal,Kyle Brown,literal,COVID-19,literal,COVID-19
4960,uri,http://www.wikidata.org/entity/Q93096025,en,literal,Jim Kearnan,literal,COVID-19,literal,COVID-19
4961,uri,http://www.wikidata.org/entity/Q93120505,en,literal,Cornelius Watkins,literal,COVID-19,literal,COVID-19
4962,uri,http://www.wikidata.org/entity/Q93129383,en,literal,Adamu Suleiman,literal,COVID-19,literal,COVID-19
4963,uri,http://www.wikidata.org/entity/Q93130940,en,literal,Mary Hackett,literal,"COVID-19, dementia",literal,COVID-19
4964,uri,http://www.wikidata.org/entity/Q93130944,en,literal,Jessie Ancona,literal,"COVID-19, cellulitis, heart failure",literal,COVID-19
4965,uri,http://www.wikidata.org/entity/Q93142529,en,literal,Lamoyne King,literal,COVID-19,literal,COVID-19
4966,uri,http://www.wikidata.org/entity/Q93146061,en,literal,Tadashi Tsufura,literal,COVID-19,literal,COVID-19
4967,uri,http://www.wikidata.org/entity/Q93171213,en,literal,Philip Foglia,literal,COVID-19,literal,COVID-19
4968,uri,http://www.wikidata.org/entity/Q93211513,en,literal,Kareem Haji,literal,"COVID-19, diabetes",literal,COVID-19
4969,uri,http://www.wikidata.org/entity/Q93222035,en,literal,Daniel Thomas Carr,literal,COVID-19,literal,COVID-19
4970,uri,http://www.wikidata.org/entity/Q93242709,en,literal,Nyla Moore,literal,"COVID-19, asthma",literal,COVID-19
4971,uri,http://www.wikidata.org/entity/Q93267085,en,literal,Preston Olive,literal,COVID-19,literal,COVID-19
4972,uri,http://www.wikidata.org/entity/Q93270562,en,literal,Glenn Wefel,literal,COVID-19,literal,COVID-19
4973,uri,http://www.wikidata.org/entity/Q93270951,en,literal,Beverly Wefel,literal,COVID-19,literal,COVID-19
4974,uri,http://www.wikidata.org/entity/Q93275468,en,literal,Jesse Willard Hathorne,literal,"COVID-19, prostate cancer",literal,COVID-19
4975,uri,http://www.wikidata.org/entity/Q93278657,en,literal,Joan Cunnane,literal,COVID-19,literal,COVID-19
4976,uri,http://www.wikidata.org/entity/Q93295914,en,literal,Gary Washington,literal,COVID-19,literal,COVID-19
4977,uri,http://www.wikidata.org/entity/Q93296429,en,literal,Rafael Cargill,literal,COVID-19,literal,COVID-19
4978,uri,http://www.wikidata.org/entity/Q93297721,en,literal,Priscilla Carrow,literal,COVID-19,literal,COVID-19
4979,uri,http://www.wikidata.org/entity/Q93298301,en,literal,Edward Becote,literal,COVID-19,literal,COVID-19
4980,uri,http://www.wikidata.org/entity/Q93299047,en,literal,Wayne Edwards,literal,COVID-19,literal,COVID-19
4981,uri,http://www.wikidata.org/entity/Q93300107,en,literal,Derik Braswell,literal,COVID-19,literal,COVID-19
4982,uri,http://www.wikidata.org/entity/Q93303617,en,literal,Anita Robinson,literal,COVID-19,literal,COVID-19
4983,uri,http://www.wikidata.org/entity/Q93309744,en,literal,Mehmet Şah Demirhan,literal,COVID-19,literal,COVID-19
4984,uri,http://www.wikidata.org/entity/Q93338240,en,literal,Eduardo Robles-Holguin,literal,COVID-19,literal,COVID-19
4985,uri,http://www.wikidata.org/entity/Q93340743,en,literal,Leonard Auerbach,literal,COVID-19,literal,COVID-19
4986,uri,http://www.wikidata.org/entity/Q93341845,en,literal,Stephen Cino,literal,COVID-19,literal,COVID-19
4987,uri,http://www.wikidata.org/entity/Q93345570,en,literal,Rex Damon Begay,literal,COVID-19,literal,COVID-19
4988,uri,http://www.wikidata.org/entity/Q93345895,en,literal,Bradley James Ghilarducci,literal,COVID-19,literal,COVID-19
4989,uri,http://www.wikidata.org/entity/Q93345899,en,literal,Michael Fleming,literal,COVID-19,literal,COVID-19
4990,uri,http://www.wikidata.org/entity/Q93377516,en,literal,Rory Price,literal,COVID-19,literal,COVID-19
4991,uri,http://www.wikidata.org/entity/Q93380491,en,literal,Clifford Childs,literal,COVID-19,literal,COVID-19
4992,uri,http://www.wikidata.org/entity/Q96405154,en,literal,Richard Erlichman,literal,COVID-19,literal,COVID-19
4993,uri,http://www.wikidata.org/entity/Q96405155,en,literal,Florencio Cruz,literal,COVID-19,literal,COVID-19
4994,uri,http://www.wikidata.org/entity/Q96405153,en,literal,Abraham Brown,literal,COVID-19,literal,COVID-19
4995,uri,http://www.wikidata.org/entity/Q96405156,en,literal,Barbara Thompson,literal,COVID-19,literal,COVID-19
4996,uri,http://www.wikidata.org/entity/Q96436881,en,literal,Robert Washington,literal,"COVID-19, diabetes",literal,COVID-19
4997,uri,http://www.wikidata.org/entity/Q96459616,en,literal,Ross Mordecai,literal,COVID-19,literal,COVID-19
4998,uri,http://www.wikidata.org/entity/Q96459622,en,literal,Ying Kao Lee,literal,COVID-19,literal,COVID-19
4999,uri,http://www.wikidata.org/entity/Q96459620,en,literal,Edward Magliocco,literal,COVID-19,literal,COVID-19
5000,uri,http://www.wikidata.org/entity/Q96459624,en,literal,Larry Singer,literal,COVID-19,literal,COVID-19
5001,uri,http://www.wikidata.org/entity/Q96459630,en,literal,Michael McIntyre,literal,COVID-19,literal,COVID-19
5002,uri,http://www.wikidata.org/entity/Q96459628,en,literal,Lou Pompilio,literal,COVID-19,literal,COVID-19
5003,uri,http://www.wikidata.org/entity/Q96459633,en,literal,John Charles Diaz,literal,COVID-19,literal,COVID-19
5004,uri,http://www.wikidata.org/entity/Q96463203,en,literal,John Treen,literal,COVID-19,literal,COVID-19
5005,uri,http://www.wikidata.org/entity/Q96464298,en,literal,Rosemary Thompson,literal,COVID-19,literal,COVID-19
5006,uri,http://www.wikidata.org/entity/Q96464297,en,literal,Cathy Apothaker,literal,COVID-19,literal,COVID-19
5007,uri,http://www.wikidata.org/entity/Q96464302,en,literal,Rosemary W. Tucker,literal,COVID-19,literal,COVID-19
5008,uri,http://www.wikidata.org/entity/Q96464303,en,literal,Lysa Dawn Robinson,literal,COVID-19,literal,COVID-19
5009,uri,http://www.wikidata.org/entity/Q96464300,en,literal,Kathleen Duffy,literal,COVID-19,literal,COVID-19
5010,uri,http://www.wikidata.org/entity/Q96464301,en,literal,Sylvia Millrood,literal,COVID-19,literal,COVID-19
5011,uri,http://www.wikidata.org/entity/Q96464306,en,literal,Patti Kelly-Peightal,literal,COVID-19,literal,COVID-19
5012,uri,http://www.wikidata.org/entity/Q96464307,en,literal,Mildred McLean-Terrell,literal,COVID-19,literal,COVID-19
5013,uri,http://www.wikidata.org/entity/Q92199833,en,literal,Sher Enriquez,literal,COVID-19,literal,COVID-19
5014,uri,http://www.wikidata.org/entity/Q92202893,en,literal,Nicholas Lee,literal,COVID-19,literal,COVID-19
5015,uri,http://www.wikidata.org/entity/Q92203480,en,literal,Leslie Pieroni,literal,COVID-19,literal,COVID-19
5016,uri,http://www.wikidata.org/entity/Q92204901,en,literal,Jeffrey Pendleton,literal,COVID-19,literal,COVID-19
5017,uri,http://www.wikidata.org/entity/Q92205981,en,literal,Katy Davis,literal,COVID-19,literal,COVID-19
5018,uri,http://www.wikidata.org/entity/Q92205988,en,literal,Emma Davis,literal,COVID-19,literal,COVID-19
5019,uri,http://www.wikidata.org/entity/Q92212507,en,literal,Celia Yap-Banago,literal,COVID-19,literal,COVID-19
5020,uri,http://www.wikidata.org/entity/Q92215337,en,literal,Zoe Mungin,literal,"COVID-19, asthma",literal,COVID-19
5021,uri,http://www.wikidata.org/entity/Q92219835,en,literal,Gonzalo Lopez,literal,COVID-19,literal,COVID-19
5022,uri,http://www.wikidata.org/entity/Q92262595,en,literal,Alicia Cruz,literal,COVID-19,literal,COVID-19
5023,uri,http://www.wikidata.org/entity/Q92264934,en,literal,Celia Lardizabal Marco,literal,COVID-19,literal,COVID-19
5024,uri,http://www.wikidata.org/entity/Q92279689,en,literal,Richard Charles Canazzi,literal,"COVID-19, malaria, Parkinson's disease",literal,COVID-19
5025,uri,http://www.wikidata.org/entity/Q92274067,en,literal,Samuel Khan,literal,influenza A virus subtype H1N1,literal,influenza A virus subtype H1N1
5026,uri,http://www.wikidata.org/entity/Q93226477,en,literal,Patrizia Pozzi,literal,amyotrophic lateral sclerosis,literal,amyotrophic lateral sclerosis
5027,uri,http://www.wikidata.org/entity/Q989,en,literal,John Paul II,literal,Parkinson's disease,literal,"Parkinson's disease, myocardial infarction, sepsis, senility"
5028,uri,http://www.wikidata.org/entity/Q3112,en,literal,Phil Hill,literal,Parkinson's disease,literal,Parkinson's disease
5029,uri,http://www.wikidata.org/entity/Q8159,en,literal,Paul Bocuse,literal,Parkinson's disease,literal,Parkinson's disease
5030,uri,http://www.wikidata.org/entity/Q107366872,en,literal,Mary Robinson Seager,literal,amputation,literal,cancer
5031,uri,http://www.wikidata.org/entity/Q7315,en,literal,Pyotr Ilyich Tchaikovsky,literal,measles,literal,cholera
5032,uri,http://www.wikidata.org/entity/Q108368306,en,literal,Minnette Nokes,literal,COVID-19,literal,myocardial infarction
5033,uri,http://www.wikidata.org/entity/Q2291,en,literal,Totò,literal,chorioretinitis,literal,myocardial infarction
5034,uri,http://www.wikidata.org/entity/Q2831,en,literal,Michael Jackson,literal,vitiligo,literal,"myocardial infarction, combined drug intoxication"
5035,uri,http://www.wikidata.org/entity/Q4227,en,literal,James Coburn,literal,rheumatoid arthritis,literal,myocardial infarction
5036,uri,http://www.wikidata.org/entity/Q5816,en,literal,Mao Zedong,literal,Parkinson's disease,literal,myocardial infarction
5037,uri,http://www.wikidata.org/entity/Q7833,en,literal,Boris Vian,literal,"pulmonary edema, rheumatic fever, aortic valve insufficiency, typhoid fever",literal,myocardial infarction
5038,uri,http://www.wikidata.org/entity/Q107613786,en,literal,A. L. Tappel,literal,Parkinson's disease,literal,pneumonia
5039,uri,http://www.wikidata.org/entity/Q108893286,en,literal,Naoki Hara,literal,cerebral infarction,literal,pneumonia
5040,uri,http://www.wikidata.org/entity/Q109861190,en,literal,Sueo Tsuda,literal,osseous tuberculosis,literal,pneumonia
5041,uri,http://www.wikidata.org/entity/Q410,en,literal,Carl Sagan,literal,myelodysplastic syndrome,literal,pneumonia
5042,uri,http://www.wikidata.org/entity/Q1224,en,literal,Carlo Azeglio Ciampi,literal,"pulmonary embolism, Parkinson's disease",literal,pneumonia
5043,uri,http://www.wikidata.org/entity/Q5878,en,literal,Gabriel García Márquez,literal,Alzheimer's disease,literal,"pneumonia, lymphoma"
5044,uri,http://www.wikidata.org/entity/Q260,en,literal,Jean-François Champollion,literal,"gout attack, tuberculosis",literal,"stroke, cardiac arrest"
5045,uri,http://www.wikidata.org/entity/Q502,en,literal,Stendhal,literal,syphilis,literal,stroke
5046,uri,http://www.wikidata.org/entity/Q1339,en,literal,Johann Sebastian Bach,literal,blindness,literal,stroke
5047,uri,http://www.wikidata.org/entity/Q1768,en,literal,Ella Fitzgerald,literal,"diabetes, blindness",literal,stroke
5048,uri,http://www.wikidata.org/entity/Q939,en,literal,Pedro I of Brazil,literal,tuberculosis,literal,tuberculosis
5049,uri,http://www.wikidata.org/entity/Q1268,en,literal,Frédéric Chopin,literal,tuberculosis,literal,tuberculosis
5050,uri,http://www.wikidata.org/entity/Q1503,en,literal,Manuel L. Quezon,literal,tuberculosis,literal,tuberculosis
5051,uri,http://www.wikidata.org/entity/Q3335,en,literal,George Orwell,literal,tuberculosis,literal,tuberculosis
5052,uri,http://www.wikidata.org/entity/Q4761,en,literal,Ernst Mielck,literal,tuberculosis,literal,tuberculosis
5053,uri,http://www.wikidata.org/entity/Q5685,en,literal,Anton Chekhov,literal,tuberculosis,literal,tuberculosis
5054,uri,http://www.wikidata.org/entity/Q7723,en,literal,Napoleon II,literal,tuberculosis,literal,tuberculosis
5055,uri,http://www.wikidata.org/entity/Q7841,en,literal,Alfred Jarry,literal,tuberculosis,literal,tuberculosis
5056,uri,http://www.wikidata.org/entity/Q8605,en,literal,Simón Bolívar,literal,tuberculosis,literal,"tuberculosis, typhoid fever"
5057,uri,http://www.wikidata.org/entity/Q9130,en,literal,Erwin Schrödinger,literal,tuberculosis,literal,tuberculosis
5058,uri,http://www.wikidata.org/entity/Q991,en,literal,Fyodor Dostoyevsky,literal,epilepsy,literal,"epilepsy, pulmonary emphysema"
5059,uri,http://www.wikidata.org/entity/Q110868267,en,literal,Mary R. Sawyer,literal,lung cancer,literal,lung cancer
5060,uri,http://www.wikidata.org/entity/Q4030,en,literal,Duke Ellington,literal,synesthesia,literal,lung cancer
5061,uri,http://www.wikidata.org/entity/Q5432,en,literal,Francisco de Goya,literal,deafness,literal,dementia
5062,uri,http://www.wikidata.org/entity/Q107724297,en,literal,Maciej Cybulski,literal,alcoholism,literal,liver cirrhosis
5063,uri,http://www.wikidata.org/entity/Q7742,en,literal,Louis XIV of France,literal,smallpox,literal,gangrene
5064,uri,http://www.wikidata.org/entity/Q8479,en,literal,Peter the Great,literal,"asthma, alcoholism",literal,gangrene
5065,uri,http://www.wikidata.org/entity/Q7996,en,literal,Ivan IV Vasilyevich,literal,paranoia,literal,poisoning
5066,uri,http://www.wikidata.org/entity/Q2038,en,literal,François Mitterrand,literal,cancer,literal,prostate cancer
5067,uri,http://www.wikidata.org/entity/Q8619,en,literal,Pierre Trudeau,literal,Parkinson's disease,literal,prostate cancer
5068,uri,http://www.wikidata.org/entity/Q108713823,en,literal,Kōhei Morita,literal,peritonitis,literal,heart failure
5069,uri,http://www.wikidata.org/entity/Q7314,en,literal,Igor Stravinsky,literal,tuberculosis,literal,heart failure
5070,uri,http://www.wikidata.org/entity/Q108462530,en,literal,Marten Levendig,literal,aneurysm,literal,aneurysm
5071,uri,http://www.wikidata.org/entity/Q517,en,literal,Napoleon,literal,epilepsy,literal,stomach cancer
5072,uri,http://www.wikidata.org/entity/Q106858170,en,literal,Katherine McCarron,literal,autism,literal,asphyxia
5073,uri,http://www.wikidata.org/entity/Q107675612,en,literal,Gilbert Dragon,literal,COVID-19,literal,cardiac arrest
5074,uri,http://www.wikidata.org/entity/Q4061,en,literal,Woody Guthrie,literal,Huntington's disease,literal,Huntington's disease
5075,uri,http://www.wikidata.org/entity/Q110940846,en,literal,Richard P. Brickner,literal,paraplegia,literal,heart disease
5076,uri,http://www.wikidata.org/entity/Q110391688,en,literal,Wesley Ira Purkey,literal,"pulmonary edema, schizoaffective disorder",literal,lethal injection
5077,uri,http://www.wikidata.org/entity/Q6882,en,literal,James Joyce,literal,"iritis, astraphobia",literal,peritonitis
5078,uri,http://www.wikidata.org/entity/Q110911175,en,literal,Louis C. W. Baker,literal,diabetes,literal,kidney failure
5079,uri,http://www.wikidata.org/entity/Q4605,en,literal,Sarah Bernhardt,literal,amputation,literal,"kidney failure, uremia"
5080,uri,http://www.wikidata.org/entity/Q108886632,en,literal,Percival Edgar King,literal,mental depression,literal,drowning
5081,uri,http://www.wikidata.org/entity/Q108177495,en,literal,Mitsuru Suzuki,literal,"hepatitis, tuberculosis",literal,liver cancer
5082,uri,http://www.wikidata.org/entity/Q909,en,literal,Jorge Luis Borges,literal,blindness,literal,liver cancer
5083,uri,http://www.wikidata.org/entity/Q7416,en,literal,Margaret Thatcher,literal,"bladder cancer, dementia",literal,transient cerebral isolation
5084,uri,http://www.wikidata.org/entity/Q2516,en,literal,Helmut Schmidt,literal,Adams–Stokes syndrome,literal,peripheral artery disease
5085,uri,http://www.wikidata.org/entity/Q109767811,en,literal,Henk Romeijn,literal,tuberculosis,literal,ballistic trauma
5086,uri,http://www.wikidata.org/entity/Q352,en,literal,Adolf Hitler,literal,"syphilis, Parkinson's disease",literal,ballistic trauma
5087,uri,http://www.wikidata.org/entity/Q5582,en,literal,Vincent van Gogh,literal,"mental depression, major depressive disorder, epilepsy",literal,ballistic trauma
5088,uri,http://www.wikidata.org/entity/Q5809,en,literal,Che Guevara,literal,asthma,literal,"ballistic trauma, extra-judicial killing"
5089,uri,http://www.wikidata.org/entity/Q905,en,literal,Franz Kafka,literal,tuberculosis,literal,laryngeal tuberculosis
5090,uri,http://www.wikidata.org/entity/Q7604,en,literal,Leonhard Euler,literal,blindness,literal,cerebral hemorrhage
5091,uri,http://www.wikidata.org/entity/Q8007,en,literal,Franklin Delano Roosevelt,literal,"Paralytic illness of Franklin D. Roosevelt, paraplegia, poliomyelitis, triskaidekaphobia",literal,cerebral hemorrhage
5092,uri,http://www.wikidata.org/entity/Q107250426,en,literal,Alain Cocq,literal,rare disease,literal,assisted suicide
5093,uri,http://www.wikidata.org/entity/Q109801653,en,literal,Phil Saviano,literal,HIV/AIDS,literal,gallbladder cancer
5094,uri,http://www.wikidata.org/entity/Q5588,en,literal,Frida Kahlo,literal,poliomyelitis,literal,bronchopneumonia
5095,uri,http://www.wikidata.org/entity/Q1631,en,literal,Édith Piaf,literal,"keratitis, rheumatoid arthritis, blindness",literal,internal bleeding
5096,uri,http://www.wikidata.org/entity/Q95883723,en,literal,Allen Joseph Spinner,literal,"COVID-19, diabetes",literal,COVID-19
5097,uri,http://www.wikidata.org/entity/Q95883724,en,literal,Salomon S. Podgursky,literal,COVID-19,literal,COVID-19
5098,uri,http://www.wikidata.org/entity/Q95883726,en,literal,JoAnn Stokes-Smith,literal,COVID-19,literal,COVID-19
5099,uri,http://www.wikidata.org/entity/Q95883725,en,literal,Ellen Marie Pauze,literal,COVID-19,literal,COVID-19
5100,uri,http://www.wikidata.org/entity/Q95883735,en,literal,Joseph Colasurdo,literal,COVID-19,literal,COVID-19
5101,uri,http://www.wikidata.org/entity/Q95883744,en,literal,Carol Sue Rubin,literal,COVID-19,literal,COVID-19
5102,uri,http://www.wikidata.org/entity/Q95883754,en,literal,Irvin Alder,literal,COVID-19,literal,COVID-19
5103,uri,http://www.wikidata.org/entity/Q95883769,en,literal,Denise Camille Buczek,literal,COVID-19,literal,COVID-19
5104,uri,http://www.wikidata.org/entity/Q95883780,en,literal,Richard J. Rome,literal,COVID-19,literal,COVID-19
5105,uri,http://www.wikidata.org/entity/Q95883795,en,literal,Eileen Marie Stanton,literal,COVID-19,literal,COVID-19
5106,uri,http://www.wikidata.org/entity/Q95883807,en,literal,Susan McPherson Gottsegen,literal,COVID-19,literal,COVID-19
5107,uri,http://www.wikidata.org/entity/Q95883820,en,literal,Londia Viola Mongold Deavers,literal,COVID-19,literal,COVID-19
5108,uri,http://www.wikidata.org/entity/Q95883829,en,literal,Deyrold Arteaga,literal,COVID-19,literal,COVID-19
5109,uri,http://www.wikidata.org/entity/Q95883834,en,literal,Paul James Nagy,literal,"COVID-19, chronic obstructive pulmonary disease, bipolar disorder",literal,COVID-19
5110,uri,http://www.wikidata.org/entity/Q95883835,en,literal,Joseph T. Cappello,literal,COVID-19,literal,COVID-19
5111,uri,http://www.wikidata.org/entity/Q95883838,en,literal,Helen Boles Days,literal,COVID-19,literal,COVID-19
5112,uri,http://www.wikidata.org/entity/Q95883836,en,literal,Maria Tassiopoulos,literal,COVID-19,literal,COVID-19
5113,uri,http://www.wikidata.org/entity/Q95883837,en,literal,Alberto Castro,literal,"COVID-19, dementia",literal,COVID-19
5114,uri,http://www.wikidata.org/entity/Q95883846,en,literal,Carole Kaye,literal,COVID-19,literal,COVID-19
5115,uri,http://www.wikidata.org/entity/Q95883847,en,literal,Richard Joseph Lenihan Jr.,literal,COVID-19,literal,COVID-19
5116,uri,http://www.wikidata.org/entity/Q95883848,en,literal,Luther Coleman,literal,"COVID-19, pneumonia",literal,COVID-19
5117,uri,http://www.wikidata.org/entity/Q95884214,en,literal,JoAnne Katherine Walther,literal,COVID-19,literal,COVID-19
5118,uri,http://www.wikidata.org/entity/Q95884215,en,literal,Durlene Clontz Shuffler,literal,COVID-19,literal,COVID-19
5119,uri,http://www.wikidata.org/entity/Q95884218,en,literal,Fritz Wilhelm Reisgies,literal,COVID-19,literal,COVID-19
5120,uri,http://www.wikidata.org/entity/Q95884216,en,literal,Jeanette Gilmour,literal,COVID-19,literal,COVID-19
5121,uri,http://www.wikidata.org/entity/Q95884217,en,literal,John Joseph Christiana Jr.,literal,COVID-19,literal,COVID-19
5122,uri,http://www.wikidata.org/entity/Q95884226,en,literal,Ronald Jacobus,literal,COVID-19,literal,COVID-19
5123,uri,http://www.wikidata.org/entity/Q95884227,en,literal,Bernard David Seckler,literal,COVID-19,literal,COVID-19
5124,uri,http://www.wikidata.org/entity/Q95884228,en,literal,Clifford J. Williams,literal,COVID-19,literal,COVID-19
5125,uri,http://www.wikidata.org/entity/Q95884229,en,literal,Bette Allred Weatherly,literal,COVID-19,literal,COVID-19
5126,uri,http://www.wikidata.org/entity/Q95884232,en,literal,Robert Manley Argo Jr.,literal,COVID-19,literal,COVID-19
5127,uri,http://www.wikidata.org/entity/Q95884238,en,literal,Phil Langley,literal,"COVID-19, heart disease",literal,COVID-19
5128,uri,http://www.wikidata.org/entity/Q95884239,en,literal,Mary Frances Parsels Dennis,literal,COVID-19,literal,COVID-19
5129,uri,http://www.wikidata.org/entity/Q95884242,en,literal,John F. Von Sternberg Jr.,literal,COVID-19,literal,COVID-19
5130,uri,http://www.wikidata.org/entity/Q95884241,en,literal,Mary M. Desole,literal,COVID-19,literal,COVID-19
5131,uri,http://www.wikidata.org/entity/Q95884246,en,literal,Myrtha Celifie,literal,COVID-19,literal,COVID-19
5132,uri,http://www.wikidata.org/entity/Q95884244,en,literal,Thomas Tarbell Russell,literal,COVID-19,literal,COVID-19
5133,uri,http://www.wikidata.org/entity/Q95884254,en,literal,Norma Hoza,literal,COVID-19,literal,COVID-19
5134,uri,http://www.wikidata.org/entity/Q95884259,en,literal,Gloria Allen Moskowitz,literal,COVID-19,literal,COVID-19
5135,uri,http://www.wikidata.org/entity/Q95884256,en,literal,Nita Pippins,literal,COVID-19,literal,COVID-19
5136,uri,http://www.wikidata.org/entity/Q95884261,en,literal,Edward J. Bridgeford Jr.,literal,COVID-19,literal,COVID-19
5137,uri,http://www.wikidata.org/entity/Q95884268,en,literal,Billy Ostland,literal,COVID-19,literal,COVID-19
